image,set
ISIC_0026835,train
ISIC_0058128,train
ISIC_0032339,train
ISIC_0029479,train
ISIC_0058460,train
ISIC_0034170,train
ISIC_0054113,train
ISIC_0058694,train
ISIC_0069985,train
ISIC_0061807,train
ISIC_0025357,train
ISIC_0068377,train
ISIC_0068765,train
ISIC_0054988,train
ISIC_0065387,train
ISIC_0061980,train
ISIC_0028399,train
ISIC_0071417,train
ISIC_0071568,train
ISIC_0068193,train
ISIC_0031140,train
ISIC_0000421_downsampled,train
ISIC_0063398,train
ISIC_0031587,train
ISIC_0059986,train
ISIC_0070073,train
ISIC_0071836,train
ISIC_0031448,train
ISIC_0066163,train
ISIC_0031374,train
ISIC_0054239,train
ISIC_0025600,train
ISIC_0060539,train
ISIC_0013461_downsampled,train
ISIC_0070355,train
ISIC_0065486,train
ISIC_0066466,train
ISIC_0055415,train
ISIC_0027067,train
ISIC_0030537,train
ISIC_0066617,train
ISIC_0054659,train
ISIC_0058042,train
ISIC_0061348,train
ISIC_0025337,train
ISIC_0063544,train
ISIC_0028720,train
ISIC_0056554,train
ISIC_0061697,train
ISIC_0063822,train
ISIC_0063827,train
ISIC_0057445,train
ISIC_0028148,train
ISIC_0068881,train
ISIC_0026446,train
ISIC_0024689,train
ISIC_0069970,train
ISIC_0068782,train
ISIC_0067015,train
ISIC_0069630,train
ISIC_0061446,train
ISIC_0024585,train
ISIC_0060832,train
ISIC_0029073,train
ISIC_0027837,train
ISIC_0030980,train
ISIC_0025416,train
ISIC_0060849,train
ISIC_0055820,train
ISIC_0028826,train
ISIC_0025167,train
ISIC_0057586,train
ISIC_0000294,train
ISIC_0024566,train
ISIC_0030979,train
ISIC_0067214,train
ISIC_0065670,train
ISIC_0033899,train
ISIC_0063100,train
ISIC_0029967,train
ISIC_0070625,train
ISIC_0032130,train
ISIC_0067573,train
ISIC_0012381_downsampled,train
ISIC_0027445,train
ISIC_0055981,train
ISIC_0057493,train
ISIC_0029175,train
ISIC_0058664,train
ISIC_0064014,train
ISIC_0032188,train
ISIC_0061265,train
ISIC_0057102,train
ISIC_0000163,train
ISIC_0072436,train
ISIC_0013737_downsampled,train
ISIC_0028999,train
ISIC_0034269,train
ISIC_0063231,train
ISIC_0056849,train
ISIC_0028510,train
ISIC_0014569_downsampled,train
ISIC_0059029,train
ISIC_0066240,train
ISIC_0030693,train
ISIC_0031211,train
ISIC_0031323,train
ISIC_0066313,train
ISIC_0071139,train
ISIC_0063045,train
ISIC_0031012,train
ISIC_0058826,train
ISIC_0055318,train
ISIC_0025450,train
ISIC_0031331,train
ISIC_0065603,train
ISIC_0014616_downsampled,train
ISIC_0028003,train
ISIC_0064626,train
ISIC_0055440,train
ISIC_0033498,train
ISIC_0027454,train
ISIC_0064690,train
ISIC_0010046,train
ISIC_0065935,train
ISIC_0063850,train
ISIC_0012680_downsampled,train
ISIC_0024972,train
ISIC_0031636,train
ISIC_0070293,train
ISIC_0013835_downsampled,train
ISIC_0013222_downsampled,train
ISIC_0010848,train
ISIC_0025819,train
ISIC_0056097,train
ISIC_0030786,train
ISIC_0055795,train
ISIC_0061512,train
ISIC_0068829,train
ISIC_0056976,train
ISIC_0065323,train
ISIC_0024889,train
ISIC_0025782,train
ISIC_0067695,train
ISIC_0061770,train
ISIC_0068032,train
ISIC_0055353,train
ISIC_0060768,train
ISIC_0029631,train
ISIC_0066132,train
ISIC_0069029,train
ISIC_0027613,train
ISIC_0029795,train
ISIC_0029942,train
ISIC_0028277,train
ISIC_0066852,train
ISIC_0032878,train
ISIC_0026922,train
ISIC_0032419,train
ISIC_0065519,train
ISIC_0014164_downsampled,train
ISIC_0030131,train
ISIC_0063514,train
ISIC_0059992,train
ISIC_0072978,train
ISIC_0060937,train
ISIC_0014598_downsampled,train
ISIC_0024860,train
ISIC_0024641,train
ISIC_0033927,train
ISIC_0026321,train
ISIC_0066592,train
ISIC_0024369,train
ISIC_0013517_downsampled,train
ISIC_0014920_downsampled,train
ISIC_0055681,train
ISIC_0012384_downsampled,train
ISIC_0033608,train
ISIC_0068599,train
ISIC_0032332,train
ISIC_0032596,train
ISIC_0072759,train
ISIC_0025681,train
ISIC_0056130,train
ISIC_0069455,train
ISIC_0031554,train
ISIC_0032011,train
ISIC_0029202,train
ISIC_0028835,train
ISIC_0016048_downsampled,train
ISIC_0072136,train
ISIC_0033144,train
ISIC_0030732,train
ISIC_0027025,train
ISIC_0069503,train
ISIC_0013689_downsampled,train
ISIC_0032639,train
ISIC_0029065,train
ISIC_0027424,train
ISIC_0065611,train
ISIC_0027491,train
ISIC_0067034,train
ISIC_0065390,train
ISIC_0070539,train
ISIC_0031276,train
ISIC_0056968,train
ISIC_0000491,train
ISIC_0061817,train
ISIC_0068522,train
ISIC_0034307,train
ISIC_0025627,train
ISIC_0070704,train
ISIC_0029982,train
ISIC_0034055,train
ISIC_0065928,train
ISIC_0029657,train
ISIC_0053810,train
ISIC_0010569,train
ISIC_0058527,train
ISIC_0056310,train
ISIC_0063795,train
ISIC_0026412,train
ISIC_0070489,train
ISIC_0064102,train
ISIC_0026502,train
ISIC_0066561,train
ISIC_0026700,train
ISIC_0024961,train
ISIC_0073159,train
ISIC_0073224,train
ISIC_0065175,train
ISIC_0026986,train
ISIC_0063109,train
ISIC_0030866,train
ISIC_0070731,train
ISIC_0073249,train
ISIC_0065879,train
ISIC_0058578,train
ISIC_0069300,train
ISIC_0011386,train
ISIC_0060672,train
ISIC_0028781,train
ISIC_0033625,train
ISIC_0026755,train
ISIC_0054978,train
ISIC_0034262,train
ISIC_0061478,train
ISIC_0033021,train
ISIC_0030911,train
ISIC_0029027,train
ISIC_0066209,train
ISIC_0033995,train
ISIC_0014272_downsampled,train
ISIC_0025202,train
ISIC_0033320,train
ISIC_0054597,train
ISIC_0029949,train
ISIC_0012089_downsampled,train
ISIC_0070226,train
ISIC_0055507,train
ISIC_0026880,train
ISIC_0054307,train
ISIC_0014120_downsampled,train
ISIC_0070336,train
ISIC_0069248,train
ISIC_0057865,train
ISIC_0027015,train
ISIC_0070313,train
ISIC_0065372,train
ISIC_0027800,train
ISIC_0070656,train
ISIC_0014419_downsampled,train
ISIC_0061582,train
ISIC_0061290,train
ISIC_0060231,train
ISIC_0027495,train
ISIC_0072491,train
ISIC_0058427,train
ISIC_0056550,train
ISIC_0012740_downsampled,train
ISIC_0062925,train
ISIC_0011137,train
ISIC_0062104,train
ISIC_0066555,train
ISIC_0069483,train
ISIC_0055182,train
ISIC_0013552_downsampled,train
ISIC_0029327,train
ISIC_0025024,train
ISIC_0056870,train
ISIC_0053690,train
ISIC_0027761,train
ISIC_0004168_downsampled,train
ISIC_0032548,train
ISIC_0027010,train
ISIC_0028724,train
ISIC_0062550,train
ISIC_0032641,train
ISIC_0027203,train
ISIC_0010170,train
ISIC_0028337,train
ISIC_0065426,train
ISIC_0070308,train
ISIC_0030215,train
ISIC_0031195,train
ISIC_0067274,train
ISIC_0000119_downsampled,train
ISIC_0066856,train
ISIC_0012969_downsampled,train
ISIC_0033241,train
ISIC_0058347,train
ISIC_0028974,train
ISIC_0029011,train
ISIC_0065057,train
ISIC_0015312_downsampled,train
ISIC_0057897,train
ISIC_0055968,train
ISIC_0069007,train
ISIC_0064799,train
ISIC_0025550,train
ISIC_0029410,train
ISIC_0065102,train
ISIC_0034131,train
ISIC_0027223,train
ISIC_0054874,train
ISIC_0059628,train
ISIC_0062685,train
ISIC_0034108,train
ISIC_0031600,train
ISIC_0058138,train
ISIC_0032027,train
ISIC_0067153,train
ISIC_0059010,train
ISIC_0069734,train
ISIC_0054620,train
ISIC_0071515,train
ISIC_0013792_downsampled,train
ISIC_0067888,train
ISIC_0032897,train
ISIC_0027725,train
ISIC_0011114,train
ISIC_0059397,train
ISIC_0061836,train
ISIC_0028272,train
ISIC_0053554,train
ISIC_0053757,train
ISIC_0030656,train
ISIC_0067608,train
ISIC_0056440,train
ISIC_0066769,train
ISIC_0058054,train
ISIC_0027022,train
ISIC_0069441,train
ISIC_0029515,train
ISIC_0010442,train
ISIC_0024465,train
ISIC_0053603,train
ISIC_0029814,train
ISIC_0024374,train
ISIC_0063178,train
ISIC_0001296_downsampled,train
ISIC_0012213_downsampled,train
ISIC_0026875,train
ISIC_0025398,train
ISIC_0025199,train
ISIC_0054377,train
ISIC_0028914,train
ISIC_0028754,train
ISIC_0059844,train
ISIC_0029300,train
ISIC_0067178,train
ISIC_0054038,train
ISIC_0071795,train
ISIC_0072650,train
ISIC_0031792,train
ISIC_0033124,train
ISIC_0032956,train
ISIC_0068423,train
ISIC_0055061,train
ISIC_0030208,train
ISIC_0058072,train
ISIC_0015124_downsampled,train
ISIC_0057770,train
ISIC_0029172,train
ISIC_0025972,train
ISIC_0028734,train
ISIC_0013733_downsampled,train
ISIC_0031846,train
ISIC_0058517,train
ISIC_0032818,train
ISIC_0070312,train
ISIC_0029864,train
ISIC_0027771,train
ISIC_0028892,train
ISIC_0055359,train
ISIC_0072107,train
ISIC_0056563,train
ISIC_0054419,train
ISIC_0028244,train
ISIC_0058252,train
ISIC_0024838,train
ISIC_0067709,train
ISIC_0030819,train
ISIC_0033355,train
ISIC_0067414,train
ISIC_0029435,train
ISIC_0062602,train
ISIC_0070253,train
ISIC_0028986,train
ISIC_0072923,train
ISIC_0055382,train
ISIC_0069303,train
ISIC_0012927_downsampled,train
ISIC_0067173,train
ISIC_0060935,train
ISIC_0071886,train
ISIC_0032251,train
ISIC_0059506,train
ISIC_0055338,train
ISIC_0032049,train
ISIC_0029569,train
ISIC_0072850,train
ISIC_0029320,train
ISIC_0032501,train
ISIC_0066649,train
ISIC_0064217,train
ISIC_0071241,train
ISIC_0025625,train
ISIC_0061868,train
ISIC_0057822,train
ISIC_0032807,train
ISIC_0063937,train
ISIC_0069755,train
ISIC_0061872,train
ISIC_0065877,train
ISIC_0059688,train
ISIC_0059527,train
ISIC_0031940,train
ISIC_0059115,train
ISIC_0013385_downsampled,train
ISIC_0066884,train
ISIC_0070611,train
ISIC_0062945,train
ISIC_0034171,train
ISIC_0029802,train
ISIC_0032705,train
ISIC_0032435,train
ISIC_0053538,train
ISIC_0055703,train
ISIC_0059525,train
ISIC_0054156,train
ISIC_0058097,train
ISIC_0056571,train
ISIC_0029114,train
ISIC_0024984,train
ISIC_0064798,train
ISIC_0069299,train
ISIC_0025948,train
ISIC_0027311,train
ISIC_0026972,train
ISIC_0064714,train
ISIC_0026315,train
ISIC_0033639,train
ISIC_0071883,train
ISIC_0067704,train
ISIC_0068973,train
ISIC_0029286,train
ISIC_0027515,train
ISIC_0000457_downsampled,train
ISIC_0063878,train
ISIC_0058321,train
ISIC_0029326,train
ISIC_0069161,train
ISIC_0026121,train
ISIC_0027163,train
ISIC_0027144,train
ISIC_0063775,train
ISIC_0066780,train
ISIC_0026589,train
ISIC_0011145,train
ISIC_0029817,train
ISIC_0071945,train
ISIC_0063855,train
ISIC_0061291,train
ISIC_0000009,train
ISIC_0030637,train
ISIC_0059241,train
ISIC_0031520,train
ISIC_0054305,train
ISIC_0057066,train
ISIC_0065191,train
ISIC_0031189,train
ISIC_0059789,train
ISIC_0072098,train
ISIC_0066056,train
ISIC_0012538_downsampled,train
ISIC_0067954,train
ISIC_0030882,train
ISIC_0026418,train
ISIC_0028498,train
ISIC_0073045,train
ISIC_0065858,train
ISIC_0071535,train
ISIC_0029722,train
ISIC_0027459,train
ISIC_0066967,train
ISIC_0059802,train
ISIC_0030713,train
ISIC_0058458,train
ISIC_0073237,train
ISIC_0034239,train
ISIC_0072168,train
ISIC_0030672,train
ISIC_0064063,train
ISIC_0025143,train
ISIC_0071236,train
ISIC_0024973,train
ISIC_0030335,train
ISIC_0032556,train
ISIC_0013765_downsampled,train
ISIC_0027062,train
ISIC_0027308,train
ISIC_0070229,train
ISIC_0033557,train
ISIC_0059866,train
ISIC_0028840,train
ISIC_0031694,train
ISIC_0028624,train
ISIC_0025327,train
ISIC_0031812,train
ISIC_0071035,train
ISIC_0068870,train
ISIC_0034006,train
ISIC_0013975_downsampled,train
ISIC_0027334,train
ISIC_0062257,train
ISIC_0024313,train
ISIC_0000079_downsampled,train
ISIC_0062268,train
ISIC_0057646,train
ISIC_0055887,train
ISIC_0026199,train
ISIC_0068051,train
ISIC_0072599,train
ISIC_0060441,train
ISIC_0058231,train
ISIC_0028931,train
ISIC_0072057,train
ISIC_0027381,train
ISIC_0072257,train
ISIC_0032648,train
ISIC_0061344,train
ISIC_0061710,train
ISIC_0069935,train
ISIC_0027472,train
ISIC_0071532,train
ISIC_0033700,train
ISIC_0029852,train
ISIC_0032762,train
ISIC_0015016_downsampled,train
ISIC_0034301,train
ISIC_0028349,train
ISIC_0056132,train
ISIC_0000419_downsampled,train
ISIC_0070981,train
ISIC_0033209,train
ISIC_0072528,train
ISIC_0030255,train
ISIC_0067170,train
ISIC_0032129,train
ISIC_0055514,train
ISIC_0028028,train
ISIC_0028344,train
ISIC_0032518,train
ISIC_0059381,train
ISIC_0065328,train
ISIC_0009979,train
ISIC_0013359_downsampled,train
ISIC_0065561,train
ISIC_0027329,train
ISIC_0008600_downsampled,train
ISIC_0015220_downsampled,train
ISIC_0072663,train
ISIC_0055881,train
ISIC_0011199,train
ISIC_0072403,train
ISIC_0031925,train
ISIC_0059681,train
ISIC_0066969,train
ISIC_0066354,train
ISIC_0012988_downsampled,train
ISIC_0028667,train
ISIC_0063620,train
ISIC_0000149_downsampled,train
ISIC_0029351,train
ISIC_0024447,train
ISIC_0060480,train
ISIC_0024775,train
ISIC_0065291,train
ISIC_0028088,train
ISIC_0014855_downsampled,train
ISIC_0029669,train
ISIC_0068339,train
ISIC_0030380,train
ISIC_0028230,train
ISIC_0070086,train
ISIC_0033288,train
ISIC_0026794,train
ISIC_0030839,train
ISIC_0026240,train
ISIC_0033396,train
ISIC_0063311,train
ISIC_0065746,train
ISIC_0068380,train
ISIC_0067128,train
ISIC_0031797,train
ISIC_0071192,train
ISIC_0057641,train
ISIC_0069150,train
ISIC_0011171,train
ISIC_0067554,train
ISIC_0025106,train
ISIC_0031830,train
ISIC_0063176,train
ISIC_0070176,train
ISIC_0072054,train
ISIC_0029901,train
ISIC_0064202,train
ISIC_0028373,train
ISIC_0031651,train
ISIC_0012222_downsampled,train
ISIC_0034026,train
ISIC_0061102,train
ISIC_0058146,train
ISIC_0025168,train
ISIC_0072640,train
ISIC_0030539,train
ISIC_0064028,train
ISIC_0027382,train
ISIC_0024341,train
ISIC_0013843_downsampled,train
ISIC_0027603,train
ISIC_0061089,train
ISIC_0056100,train
ISIC_0063964,train
ISIC_0060147,train
ISIC_0055378,train
ISIC_0068272,train
ISIC_0066946,train
ISIC_0029087,train
ISIC_0072284,train
ISIC_0059118,train
ISIC_0025959,train
ISIC_0033961,train
ISIC_0031231,train
ISIC_0062228,train
ISIC_0010015,train
ISIC_0013495_downsampled,train
ISIC_0058731,train
ISIC_0032692,train
ISIC_0030010,train
ISIC_0031707,train
ISIC_0067798,train
ISIC_0069701,train
ISIC_0055748,train
ISIC_0056656,train
ISIC_0070048,train
ISIC_0067741,train
ISIC_0028841,train
ISIC_0000999_downsampled,train
ISIC_0057354,train
ISIC_0031156,train
ISIC_0014480_downsampled,train
ISIC_0068457,train
ISIC_0027018,train
ISIC_0064711,train
ISIC_0070954,train
ISIC_0072218,train
ISIC_0012428_downsampled,train
ISIC_0029235,train
ISIC_0024896,train
ISIC_0032388,train
ISIC_0032078,train
ISIC_0065595,train
ISIC_0067119,train
ISIC_0063192,train
ISIC_0025748,train
ISIC_0024501,train
ISIC_0032159,train
ISIC_0034088,train
ISIC_0069505,train
ISIC_0031330,train
ISIC_0064854,train
ISIC_0069457,train
ISIC_0000336,train
ISIC_0071822,train
ISIC_0068255,train
ISIC_0028901,train
ISIC_0029712,train
ISIC_0068113,train
ISIC_0058699,train
ISIC_0054739,train
ISIC_0013325_downsampled,train
ISIC_0056703,train
ISIC_0013141_downsampled,train
ISIC_0055844,train
ISIC_0027767,train
ISIC_0056603,train
ISIC_0031218,train
ISIC_0028066,train
ISIC_0025234,train
ISIC_0069079,train
ISIC_0014811_downsampled,train
ISIC_0028623,train
ISIC_0060153,train
ISIC_0033708,train
ISIC_0060775,train
ISIC_0026787,train
ISIC_0026634,train
ISIC_0031772,train
ISIC_0065358,train
ISIC_0011095,train
ISIC_0067027,train
ISIC_0027156,train
ISIC_0010853,train
ISIC_0062401,train
ISIC_0061157,train
ISIC_0024556,train
ISIC_0012998,train
ISIC_0027178,train
ISIC_0062295,train
ISIC_0030503,train
ISIC_0057196,train
ISIC_0028200,train
ISIC_0033313,train
ISIC_0064220,train
ISIC_0025499,train
ISIC_0033465,train
ISIC_0058472,train
ISIC_0026534,train
ISIC_0054317,train
ISIC_0013562_downsampled,train
ISIC_0068994,train
ISIC_0059841,train
ISIC_0055275,train
ISIC_0056963,train
ISIC_0070017,train
ISIC_0063757,train
ISIC_0028346,train
ISIC_0053577,train
ISIC_0025537,train
ISIC_0058274,train
ISIC_0026319,train
ISIC_0069707,train
ISIC_0070529,train
ISIC_0027325,train
ISIC_0069816,train
ISIC_0030816,train
ISIC_0033207,train
ISIC_0000196_downsampled,train
ISIC_0067746,train
ISIC_0029357,train
ISIC_0062360,train
ISIC_0067453,train
ISIC_0055690,train
ISIC_0028579,train
ISIC_0014851_downsampled,train
ISIC_0073033,train
ISIC_0000531,train
ISIC_0032269,train
ISIC_0062605,train
ISIC_0029014,train
ISIC_0032295,train
ISIC_0031504,train
ISIC_0069821,train
ISIC_0031933,train
ISIC_0030308,train
ISIC_0032367,train
ISIC_0026747,train
ISIC_0062632,train
ISIC_0070568,train
ISIC_0025315,train
ISIC_0069406,train
ISIC_0033768,train
ISIC_0014453_downsampled,train
ISIC_0067456,train
ISIC_0070955,train
ISIC_0069319,train
ISIC_0014181_downsampled,train
ISIC_0061900,train
ISIC_0026600,train
ISIC_0031704,train
ISIC_0065856,train
ISIC_0063485,train
ISIC_0055691,train
ISIC_0026657,train
ISIC_0064125,train
ISIC_0055459,train
ISIC_0055059,train
ISIC_0033632,train
ISIC_0071197,train
ISIC_0032760,train
ISIC_0067645,train
ISIC_0070612,train
ISIC_0025577,train
ISIC_0055509,train
ISIC_0024604,train
ISIC_0061254,train
ISIC_0057138,train
ISIC_0014360_downsampled,train
ISIC_0024430,train
ISIC_0067661,train
ISIC_0059403,train
ISIC_0057206,train
ISIC_0033706,train
ISIC_0032404,train
ISIC_0025650,train
ISIC_0033673,train
ISIC_0069667,train
ISIC_0026348,train
ISIC_0010037,train
ISIC_0026753,train
ISIC_0028553,train
ISIC_0060904,train
ISIC_0015021_downsampled,train
ISIC_0025261,train
ISIC_0011326,train
ISIC_0031807,train
ISIC_0059299,train
ISIC_0072503,train
ISIC_0059255,train
ISIC_0029810,train
ISIC_0054234,train
ISIC_0063290,train
ISIC_0033487,train
ISIC_0033745,train
ISIC_0072074,train
ISIC_0013948_downsampled,train
ISIC_0000069,train
ISIC_0056640,train
ISIC_0010216,train
ISIC_0064083,train
ISIC_0024395,train
ISIC_0025490,train
ISIC_0028620,train
ISIC_0032257,train
ISIC_0001133_downsampled,train
ISIC_0063033,train
ISIC_0068053,train
ISIC_0072290,train
ISIC_0066040,train
ISIC_0024524,train
ISIC_0067246,train
ISIC_0010342,train
ISIC_0069481,train
ISIC_0032511,train
ISIC_0054478,train
ISIC_0070714,train
ISIC_0068900,train
ISIC_0061732,train
ISIC_0060596,train
ISIC_0059213,train
ISIC_0064427,train
ISIC_0069571,train
ISIC_0072467,train
ISIC_0068014,train
ISIC_0067758,train
ISIC_0028204,train
ISIC_0061168,train
ISIC_0031359,train
ISIC_0061960,train
ISIC_0064627,train
ISIC_0057233,train
ISIC_0053541,train
ISIC_0016005_downsampled,train
ISIC_0025429,train
ISIC_0068111,train
ISIC_0033986,train
ISIC_0060677,train
ISIC_0054066,train
ISIC_0055347,train
ISIC_0027320,train
ISIC_0027907,train
ISIC_0061959,train
ISIC_0025853,train
ISIC_0000341,train
ISIC_0029103,train
ISIC_0031516,train
ISIC_0030763,train
ISIC_0072579,train
ISIC_0064356,train
ISIC_0025796,train
ISIC_0013010_downsampled,train
ISIC_0062538,train
ISIC_0065996,train
ISIC_0032398,train
ISIC_0032834,train
ISIC_0059153,train
ISIC_0028714,train
ISIC_0000521_downsampled,train
ISIC_0015193_downsampled,train
ISIC_0003728_downsampled,train
ISIC_0026643,train
ISIC_0067700,train
ISIC_0029694,train
ISIC_0056817,train
ISIC_0027582,train
ISIC_0066950,train
ISIC_0072723,train
ISIC_0025974,train
ISIC_0055187,train
ISIC_0054546,train
ISIC_0033903,train
ISIC_0027395,train
ISIC_0012288_downsampled,train
ISIC_0065013,train
ISIC_0014013_downsampled,train
ISIC_0027571,train
ISIC_0032767,train
ISIC_0029734,train
ISIC_0028674,train
ISIC_0071843,train
ISIC_0072729,train
ISIC_0031842,train
ISIC_0071735,train
ISIC_0071643,train
ISIC_0031047,train
ISIC_0054633,train
ISIC_0063700,train
ISIC_0064106,train
ISIC_0012804_downsampled,train
ISIC_0033022,train
ISIC_0069090,train
ISIC_0031204,train
ISIC_0026159,train
ISIC_0015260_downsampled,train
ISIC_0056127,train
ISIC_0067673,train
ISIC_0032207,train
ISIC_0063419,train
ISIC_0026294,train
ISIC_0053700,train
ISIC_0014928_downsampled,train
ISIC_0028289,train
ISIC_0054492,train
ISIC_0065396,train
ISIC_0027054,train
ISIC_0066362,train
ISIC_0057475,train
ISIC_0053975,train
ISIC_0012211_downsampled,train
ISIC_0062198,train
ISIC_0028295,train
ISIC_0027510,train
ISIC_0058532,train
ISIC_0063211,train
ISIC_0027068,train
ISIC_0072866,train
ISIC_0031160,train
ISIC_0030375,train
ISIC_0055107,train
ISIC_0059709,train
ISIC_0066449,train
ISIC_0067912,train
ISIC_0027089,train
ISIC_0033105,train
ISIC_0033909,train
ISIC_0014347_downsampled,train
ISIC_0067609,train
ISIC_0025771,train
ISIC_0025628,train
ISIC_0063184,train
ISIC_0056119,train
ISIC_0027791,train
ISIC_0013258_downsampled,train
ISIC_0062507,train
ISIC_0032377,train
ISIC_0056964,train
ISIC_0066737,train
ISIC_0069331,train
ISIC_0054508,train
ISIC_0000445_downsampled,train
ISIC_0055553,train
ISIC_0026677,train
ISIC_0065921,train
ISIC_0033299,train
ISIC_0064364,train
ISIC_0027816,train
ISIC_0062537,train
ISIC_0033140,train
ISIC_0012228_downsampled,train
ISIC_0005620_downsampled,train
ISIC_0061996,train
ISIC_0033160,train
ISIC_0067935,train
ISIC_0068382,train
ISIC_0031095,train
ISIC_0058524,train
ISIC_0024441,train
ISIC_0028076,train
ISIC_0011176,train
ISIC_0066020,train
ISIC_0058666,train
ISIC_0010044,train
ISIC_0056974,train
ISIC_0056707,train
ISIC_0033147,train
ISIC_0064740,train
ISIC_0010351,train
ISIC_0063843,train
ISIC_0029369,train
ISIC_0062057,train
ISIC_0034199,train
ISIC_0025866,train
ISIC_0034001,train
ISIC_0026249,train
ISIC_0033371,train
ISIC_0068138,train
ISIC_0059687,train
ISIC_0055243,train
ISIC_0028979,train
ISIC_0066724,train
ISIC_0025164,train
ISIC_0030945,train
ISIC_0032364,train
ISIC_0025176,train
ISIC_0056555,train
ISIC_0070899,train
ISIC_0026499,train
ISIC_0060311,train
ISIC_0024844,train
ISIC_0034107,train
ISIC_0033815,train
ISIC_0013567_downsampled,train
ISIC_0067845,train
ISIC_0026078,train
ISIC_0033661,train
ISIC_0061538,train
ISIC_0032600,train
ISIC_0066019,train
ISIC_0054740,train
ISIC_0062814,train
ISIC_0058542,train
ISIC_0027447,train
ISIC_0055996,train
ISIC_0024350,train
ISIC_0054499,train
ISIC_0000015,train
ISIC_0025297,train
ISIC_0070533,train
ISIC_0070309,train
ISIC_0068186,train
ISIC_0054414,train
ISIC_0025609,train
ISIC_0030755,train
ISIC_0055539,train
ISIC_0057823,train
ISIC_0055285,train
ISIC_0032719,train
ISIC_0029641,train
ISIC_0072343,train
ISIC_0031194,train
ISIC_0028633,train
ISIC_0031737,train
ISIC_0009898,train
ISIC_0067803,train
ISIC_0031159,train
ISIC_0033440,train
ISIC_0010319,train
ISIC_0064367,train
ISIC_0026413,train
ISIC_0013271_downsampled,train
ISIC_0065874,train
ISIC_0055838,train
ISIC_0031545,train
ISIC_0060595,train
ISIC_0070638,train
ISIC_0062088,train
ISIC_0015215_downsampled,train
ISIC_0027923,train
ISIC_0029076,train
ISIC_0073115,train
ISIC_0068747,train
ISIC_0024405,train
ISIC_0030422,train
ISIC_0033560,train
ISIC_0030317,train
ISIC_0027563,train
ISIC_0033854,train
ISIC_0059268,train
ISIC_0026609,train
ISIC_0053484,train
ISIC_0016022_downsampled,train
ISIC_0055290,train
ISIC_0030494,train
ISIC_0061243,train
ISIC_0014808_downsampled,train
ISIC_0062492,train
ISIC_0063765,train
ISIC_0028762,train
ISIC_0029163,train
ISIC_0027449,train
ISIC_0059724,train
ISIC_0031714,train
ISIC_0027037,train
ISIC_0000260,train
ISIC_0056617,train
ISIC_0071099,train
ISIC_0062477,train
ISIC_0014394_downsampled,train
ISIC_0057186,train
ISIC_0033872,train
ISIC_0056515,train
ISIC_0063151,train
ISIC_0057333,train
ISIC_0055682,train
ISIC_0030283,train
ISIC_0066279,train
ISIC_0012257_downsampled,train
ISIC_0032273,train
ISIC_0000215,train
ISIC_0030934,train
ISIC_0012676_downsampled,train
ISIC_0066297,train
ISIC_0028172,train
ISIC_0060325,train
ISIC_0064633,train
ISIC_0032396,train
ISIC_0063150,train
ISIC_0025335,train
ISIC_0032608,train
ISIC_0024632,train
ISIC_0028613,train
ISIC_0067339,train
ISIC_0028180,train
ISIC_0063881,train
ISIC_0061905,train
ISIC_0033461,train
ISIC_0065481,train
ISIC_0024308,train
ISIC_0054395,train
ISIC_0071586,train
ISIC_0013374_downsampled,train
ISIC_0065126,train
ISIC_0072444,train
ISIC_0055513,train
ISIC_0025418,train
ISIC_0054445,train
ISIC_0064913,train
ISIC_0064073,train
ISIC_0029288,train
ISIC_0057021,train
ISIC_0060869,train
ISIC_0069714,train
ISIC_0064926,train
ISIC_0062112,train
ISIC_0061307,train
ISIC_0056484,train
ISIC_0029429,train
ISIC_0028165,train
ISIC_0072280,train
ISIC_0030799,train
ISIC_0032144,train
ISIC_0071266,train
ISIC_0062255,train
ISIC_0066178,train
ISIC_0031641,train
ISIC_0014866_downsampled,train
ISIC_0053765,train
ISIC_0056179,train
ISIC_0072445,train
ISIC_0062015,train
ISIC_0066574,train
ISIC_0062288,train
ISIC_0025203,train
ISIC_0073130,train
ISIC_0025080,train
ISIC_0057421,train
ISIC_0027526,train
ISIC_0030434,train
ISIC_0027052,train
ISIC_0064511,train
ISIC_0032241,train
ISIC_0028475,train
ISIC_0029323,train
ISIC_0033059,train
ISIC_0065739,train
ISIC_0032447,train
ISIC_0053973,train
ISIC_0031334,train
ISIC_0012117_downsampled,train
ISIC_0027216,train
ISIC_0068179,train
ISIC_0073146,train
ISIC_0053920,train
ISIC_0032041,train
ISIC_0027444,train
ISIC_0014830_downsampled,train
ISIC_0026515,train
ISIC_0014600_downsampled,train
ISIC_0033993,train
ISIC_0066945,train
ISIC_0027294,train
ISIC_0070734,train
ISIC_0034226,train
ISIC_0033933,train
ISIC_0015152_downsampled,train
ISIC_0069232,train
ISIC_0057999,train
ISIC_0029331,train
ISIC_0058145,train
ISIC_0031314,train
ISIC_0015636_downsampled,train
ISIC_0053675,train
ISIC_0058136,train
ISIC_0034015,train
ISIC_0030429,train
ISIC_0015992_downsampled,train
ISIC_0070338,train
ISIC_0032699,train
ISIC_0024691,train
ISIC_0072454,train
ISIC_0010261,train
ISIC_0070592,train
ISIC_0029890,train
ISIC_0072147,train
ISIC_0055740,train
ISIC_0013579_downsampled,train
